Gene ID	Gene Name	'relapsing-remitting multiple sclerosis' vs 'normal' .foldChange	'relapsing-remitting multiple sclerosis' vs 'normal'.pValue
ENSG00000117984	CTSD	1.0	0.0244250694674857
ENSG00000118007	STAG1	-0.4	0.39478075317285
ENSG00000118046	STK11	0.6	0.107413904262868
ENSG00000118058	KMT2A	-0.6	0.0365359880918276
ENSG00000118096	IFT46	0.1	0.699589670454496
ENSG00000118113	MMP8	0.1	0.857461534856446
ENSG00000118156	ZNF541	0.3	0.686822182808801
ENSG00000118162	KPTN	0.7	0.0485663991858142
ENSG00000118181	RPS25	0.8	0.029886512003721
ENSG00000118197	DDX59	-0.2	0.679348812726222
ENSG00000118200	CAMSAP2	-0.7	0.0962628652458852
ENSG00000118217	ATF6	0.3	0.196662068557772
ENSG00000118242	MREG	-0.5	0.0868646074510926
ENSG00000118257	NRP2	0.5	0.310428696654549
ENSG00000118260	CREB1	-0.5	0.141020434165665
ENSG00000118263	KLF7	-0.5	0.124908326467696
ENSG00000118276	B4GALT6	-0.9	0.0926968270839292
ENSG00000118292	C1orf54	0.5	0.23846360206155
ENSG00000118298	CA14	-0.5	0.34397613910515
ENSG00000118307	CFAP94	1.1	0.0461165695013491
ENSG00000118308	IRAG2	0.2	0.434223805046169
ENSG00000118402	ELOVL4	-0.5	0.36400688121529
ENSG00000118412	CASP8AP2	-0.7	0.0949872555785967
ENSG00000118418	HMGN3	-0.3	0.452032421890807
ENSG00000118420	UBE3D	0.1	0.793158772492915
ENSG00000118432	CNR1	-0.3	0.598106850914696
ENSG00000118454	ANKRD13C	-0.8	0.0239988079833423
ENSG00000118482	PHF3	-0.4	0.292565872542589
ENSG00000118495	PLAGL1	-0.5	0.268743580638631
ENSG00000118496	FBXO30	-0.7	0.0387869926868849
ENSG00000118503	TNFAIP3	-0.5	0.0994438458731591
ENSG00000118507	AKAP7	-0.1	0.870567141830668
ENSG00000118508	RAB32	0.9	0.00715485497299646
ENSG00000118513	MYB	-0.7	0.14054904914976
ENSG00000118514	ALDH8A1	-0.1	0.840705483354707
ENSG00000118515	SGK1	-0.1	0.78205102785809
ENSG00000118518	RNF146	-0.3	0.45209670168696
ENSG00000118520	ARG1	0.5	0.182610621702008
ENSG00000118564	FBXL5	0.4	0.139412112582105
ENSG00000118579	MED28	-0.1	0.632689232918683
ENSG00000118596	SLC16A7	-1.0	0.0360221600533215
ENSG00000118600	RXYLT1	-0.8	0.0103510148841801
ENSG00000118620	ZNF430	-0.6	0.103475995908343
ENSG00000118640	VAMP8	0.9	0.020658876450374
ENSG00000118655	DCLRE1B	-0.3	0.282067564796516
ENSG00000118680	MYL12B	1.1	9.7427441568769E-4
ENSG00000118689	FOXO3	-0.3	0.301423912770622
ENSG00000118690	ARMC2	-0.3	0.299746984675226
ENSG00000118705	RPN2	-0.1	0.794147599634449
ENSG00000118762	PKD2	-0.4	0.282788150799387
ENSG00000118785	SPP1	0.2	0.713489060877612
ENSG00000118816	CCNI	0.1	0.611355021255439
ENSG00000118855	MFSD1	-0.1	0.753104027075272
ENSG00000118873	RAB3GAP2	-0.6	0.112125914592065
ENSG00000118894	EEF2KMT	0.1	0.882356089809571
ENSG00000118898	PPL	0.3	0.5624234060002
ENSG00000118900	UBN1	0.2	0.444316385737881
ENSG00000118922	KLF12	-0.8	0.0475523070193829
ENSG00000118939	UCHL3	0.2	0.684259079899554
ENSG00000118960	HS1BP3	0.7	0.0178260330356561
ENSG00000118961	LDAH	-0.3	0.357539747371626
ENSG00000118965	WDR35	-0.7	0.0920172543501109
ENSG00000118971	CCND2	-0.2	0.523300795707418
ENSG00000118985	ELL2	-0.3	0.307376530046802
ENSG00000119004	CYP20A1	-0.2	0.465221638413792
ENSG00000119013	NDUFB3	1.0	0.00905927263209431
ENSG00000119041	GTF3C3	-0.1	0.694919894538812
ENSG00000119042	SATB2	-0.3	0.57118072034018
ENSG00000119048	UBE2B	0.2	0.414479650475816
ENSG00000119138	KLF9	-0.7	0.046960855764619
ENSG00000119147	ECRG4	-0.1	0.895487422507692
ENSG00000119227	PIGZ	0.4	0.361470710320071
ENSG00000119231	SENP5	-0.1	0.706949498742578
ENSG00000119242	CCDC92	0.1	0.810713198973838
ENSG00000119280	C1orf198	-0.1	0.605301520979783
ENSG00000119285	HEATR1	-0.4	0.260004510167062
ENSG00000119314	PTBP3	-0.4	0.236570435413299
ENSG00000119318	RAD23B	-0.1	0.782209462066632
ENSG00000119321	FKBP15	0.1	0.608791617438653
ENSG00000119326	CTNNAL1	0.4	0.500223441888729
ENSG00000119333	DYNC2I2	0.6	0.196821396125187
ENSG00000119335	SET	-0.1	0.81932493450875
ENSG00000119383	PTPA	0.5	0.0489700849391229
ENSG00000119392	GLE1	-0.1	0.703398287411348
ENSG00000119396	RAB14	-0.3	0.330971999109098
ENSG00000119397	CNTRL	-0.6	0.109499314073217
ENSG00000119401	TRIM32	-0.3	0.206706216625115
ENSG00000119402	FBXW2	-0.4	0.24204553570645
ENSG00000119403	PHF19	0.1	0.519005932579773
ENSG00000119408	NEK6	-0.1	0.738592235677841
ENSG00000119411	BSPRY	0.5	0.330315067842566
ENSG00000119414	PPP6C	0.1	0.714468831388251
ENSG00000119421	NDUFA8	0.6	0.0737116406483207
ENSG00000119431	HDHD3	0.4	0.311463251174763
ENSG00000119446	RBM18	0.1	0.577491372172815
ENSG00000119457	SLC46A2	0.7	0.00732174205825069
ENSG00000119471	HSDL2	0.2	0.458824442979254
ENSG00000119509	INVS	-0.1	0.747282001729596
ENSG00000119514	GALNT12	-0.7	0.0646287311494279
ENSG00000119522	DENND1A	0.5	0.0462054124334417
ENSG00000119523	ALG2	-0.3	0.326879846472301
ENSG00000119535	CSF3R	0.8	0.0156319712094269
ENSG00000119537	KDSR	-0.4	0.056639372531871
ENSG00000119541	VPS4B	-0.3	0.372606804172419
ENSG00000119559	C19orf25	0.8	0.0550945224304819
ENSG00000119574	ZBTB45	0.6	0.0989337189400678
ENSG00000119596	YLPM1	-0.5	0.0517975133456973
ENSG00000119599	DCAF4	-0.1	0.790343998175897
ENSG00000119608	PROX2	-0.6	0.251468551564066
ENSG00000119616	FCF1	0.2	0.359328774553316
ENSG00000119632	IFI27L2	1.3	0.00378278160435265
ENSG00000119636	BBOF1	0.3	0.444316385737881
ENSG00000119638	NEK9	-0.4	0.142465339048981
ENSG00000119640	ACYP1	-0.7	0.0420812241621498
ENSG00000119650	IFT43	0.3	0.243930886509063
ENSG00000119655	NPC2	0.8	0.0248334721782521
ENSG00000119661	DNAL1	-0.5	0.178844040466649
ENSG00000119669	IRF2BPL	-0.1	0.73198791939535
ENSG00000119673	ACOT2	0.2	0.621913317762712
ENSG00000119681	LTBP2	0.2	0.348979563074391
ENSG00000119682	AREL1	-0.1	0.747512830248243
ENSG00000119684	MLH3	-0.2	0.533969631896986
ENSG00000119685	TTLL5	0.2	0.334304478065154
ENSG00000119686	FLVCR2	0.2	0.563794817561043
ENSG00000119688	ABCD4	-0.3	0.025942890442399
ENSG00000119689	DLST	0.1	0.716740451230831
ENSG00000119699	TGFB3	-0.2	0.473356847504434
ENSG00000119705	SLIRP	0.1	0.738826889047854
ENSG00000119707	RBM25	-0.6	0.0708358503148628
ENSG00000119711	ALDH6A1	-0.2	0.450961097043469
ENSG00000119718	EIF2B2	0.3	0.287561517528994
ENSG00000119723	COQ6	-0.2	0.581222838887222
ENSG00000119725	ZNF410	-0.3	0.463007379327786
ENSG00000119729	RHOQ	-0.3	0.445335632424854
ENSG00000119737	GPR75	-1.4	0.00793959414702607
ENSG00000119760	SUPT7L	-0.3	0.0792757076535561
ENSG00000119771	KLHL29	-0.3	0.535966007156604
ENSG00000119772	DNMT3A	-0.2	0.253927010890162
ENSG00000119777	TMEM214	0.3	0.142523449623805
ENSG00000119778	ATAD2B	-0.7	0.104413656974452
ENSG00000119782	FKBP1B	0.8	0.152017387138814
ENSG00000119787	ATL2	-0.6	0.117808050019644
ENSG00000119801	YPEL5	0.3	0.204100767102253
ENSG00000119812	FAM98A	-0.4	0.227024540179091
ENSG00000119820	YIPF4	0.1	0.876095854844291
ENSG00000119844	AFTPH	-0.1	0.728610701841655
ENSG00000119866	BCL11A	-0.2	0.483141849546509
ENSG00000119878	CRIPT	0.5	0.125909623496258
ENSG00000119899	SLC17A5	-0.1	0.670164202397695
ENSG00000119900	OGFRL1	-0.5	0.255678906401587
ENSG00000119906	SLF2	-0.4	0.144074946336122
ENSG00000119912	IDE	-0.3	0.305964117933672
ENSG00000119915	ELOVL3	0.5	0.311829101848965
ENSG00000119917	IFIT3	1.1	0.0307821946250258
ENSG00000119922	IFIT2	0.5	0.288585596931653
ENSG00000119927	GPAM	-0.8	0.0773080921748186
ENSG00000119929	CUTC	0.2	0.361446794291262
ENSG00000119943	PYROXD2	0.1	0.773423078898945
ENSG00000119953	SMNDC1	-0.4	0.230853427745909
ENSG00000119965	C10orf88	-0.7	0.0447600676792989
ENSG00000119969	HELLS	-0.8	0.0234722391950887
ENSG00000119977	TCTN3	-0.1	0.68602348982703
ENSG00000119979	DENND10	0.2	0.399479620961588
ENSG00000119986	AVPI1	0.5	0.190560884849212
ENSG00000120008	WDR11	-0.7	0.0863389512135455
ENSG00000120051	CFAP58	-0.2	0.633486250496259
ENSG00000120057	SFRP5	-0.7	0.16641845697673
ENSG00000120063	GNA13	-0.4	0.300149136803928
ENSG00000120071	KANSL1	-0.1	0.595793151037089
ENSG00000120093	HOXB3	-0.4	0.207582664659928
ENSG00000120129	DUSP1	0.6	0.0783633778895662
ENSG00000120137	PANK3	-0.9	0.0159278568849384
ENSG00000120156	TEK	-0.5	0.433373354578377
ENSG00000120158	RCL1	-0.4	0.138322976777133
ENSG00000120159	CAAP1	-0.5	0.177492207048446
ENSG00000120162	MOB3B	-0.1	0.814398429984068
ENSG00000120215	MLANA	-0.6	0.153272253344175
ENSG00000120217	CD274	-0.2	0.769017525519759
ENSG00000120253	NUP43	-0.2	0.302822991546104
ENSG00000120254	MTHFD1L	-0.1	0.735254662579648
ENSG00000120262	CCDC170	-0.1	0.810311083183703
ENSG00000120265	PCMT1	0.4	0.0903103019337363
ENSG00000120278	PLEKHG1	-1.1	6.0670830675656E-4
ENSG00000120279	MYCT1	0.3	0.533940000048884
ENSG00000120280	TASL	0.3	0.233231380520572
ENSG00000120306	CYSTM1	1.1	0.0104296780364038
ENSG00000120314	WDR55	0.1	0.471924754563841
ENSG00000120318	ARAP3	0.4	0.16093596431468
ENSG00000120333	MRPS14	-0.1	0.738592235677841
ENSG00000120334	CENPL	-0.6	0.131609582279349
ENSG00000120370	GORAB	-0.8	0.106627097209412
ENSG00000120437	ACAT2	0.5	0.0671533194211501
ENSG00000120438	TCP1	-0.1	0.709625288322823
ENSG00000120451	SNX19	-0.4	0.149460822451615
ENSG00000120458	MSANTD2	-0.6	0.0638816937607919
ENSG00000120509	PDZD11	0.6	0.0729514418263967
ENSG00000120519	SLC10A7	-0.5	0.213669229723034
ENSG00000120526	NUDCD1	-0.1	0.84395212072329
ENSG00000120533	ENY2	0.1	0.86742897852207
ENSG00000120539	MASTL	-0.5	0.110752308431853
ENSG00000120594	PLXDC2	0.2	0.431040130115786
ENSG00000120616	EPC1	-0.1	0.660393665834126
ENSG00000120645	IQSEC3	-0.6	0.236537877796705
ENSG00000120647	CCDC77	-0.2	0.624253721543396
ENSG00000120656	TAF12	0.5	0.0160676977648954
ENSG00000120662	MTRF1	-0.6	0.033711882546141
ENSG00000120675	DNAJC15	0.2	0.542100286634653
ENSG00000120685	PROSER1	-0.5	0.149158265146617
ENSG00000120686	UFM1	-0.6	0.0814938382629864
ENSG00000120688	WBP4	-0.5	0.122115518638813
ENSG00000120690	ELF1	-0.5	0.169651931078022
ENSG00000120693	SMAD9	-0.8	0.0270651037317851
ENSG00000120694	HSPH1	-0.4	0.303595436286336
ENSG00000120696	KBTBD7	-0.5	0.181433327552733
ENSG00000120697	ALG5	0.3	0.255564078677061
ENSG00000120699	EXOSC8	-0.5	0.0877411554574772
ENSG00000120705	ETF1	-0.1	0.738826889047854
ENSG00000120708	TGFBI	0.2	0.430786340057215
ENSG00000120709	FAM53C	0.4	0.149287854804486
ENSG00000120725	SIL1	0.6	0.0705425184999367
ENSG00000120727	PAIP2	0.3	0.178472666468613
ENSG00000120733	KDM3B	-0.3	0.356559589320522
ENSG00000120738	EGR1	-0.2	0.603852781036092
ENSG00000120742	SERP1	0.6	0.0150018719070062
ENSG00000120756	PLS1	-0.4	0.528082545534721
ENSG00000120784	ZFP30	-0.7	0.0888951207846376
ENSG00000120798	NR2C1	-0.4	0.197076558418291
ENSG00000120800	UTP20	-0.7	0.0704876927463757
ENSG00000120802	TMPO	-0.6	0.0575199825617994
ENSG00000120805	ARL1	-0.4	0.223474659182332
ENSG00000120832	MTERF2	-0.3	0.431108365552931
ENSG00000120833	SOCS2	-0.5	0.0717994522048288
ENSG00000120837	NFYB	-0.1	0.739737151659955
ENSG00000120860	WASHC3	0.2	0.529934267157805
ENSG00000120868	APAF1	-0.7	0.0797706892844185
ENSG00000120875	DUSP4	0.3	0.57559866923879
ENSG00000120885	CLU	1.0	0.0108902415119166
ENSG00000120896	SORBS3	0.1	0.699204717430774
ENSG00000120899	PTK2B	0.3	0.0967301562911919
ENSG00000120903	CHRNA2	0.4	0.55477184511176
ENSG00000120910	PPP3CC	-0.3	0.259988697006217
ENSG00000120913	PDLIM2	0.5	0.0888947773765031
ENSG00000120915	EPHX2	-0.3	0.252497591086073
ENSG00000120925	RNF170	-0.2	0.521786331142893
ENSG00000120942	UBIAD1	-0.2	0.207425393497903
ENSG00000120948	TARDBP	-0.3	0.127748600959898
ENSG00000120949	TNFRSF8	0.8	0.00843251572839377
ENSG00000120963	ZNF706	-0.2	0.156183515215332
ENSG00000120992	LYPLA1	-0.5	0.147662492759003
ENSG00000121039	RDH10	-0.8	0.0304534966940134
ENSG00000121053	EPX	-0.2	0.696706360124325
ENSG00000121057	AKAP1	-0.6	0.0392397675625703
ENSG00000121058	COIL	-0.3	0.250047129124931
ENSG00000121060	TRIM25	0.2	0.420552096265023
ENSG00000121067	SPOP	0.1	0.642430053256051
ENSG00000121073	SLC35B1	0.2	0.320295761406771
ENSG00000121089	NACA3P	-0.6	0.292661565445185
ENSG00000121152	NCAPH	-0.3	0.600914450913389
ENSG00000121210	TMEM131L	-0.1	0.542249154076171
ENSG00000121236	TRIM6	0.1	0.885244111133393
ENSG00000121274	TENT4B	-0.9	0.0240727003905048
ENSG00000121281	ADCY7	-0.6	0.0396518600494244
ENSG00000121289	CEP89	0.1	0.502373862565791
ENSG00000121297	TSHZ3	0.1	0.85491161639345
ENSG00000121310	ECHDC2	-0.1	0.859540977134946
ENSG00000121316	PLBD1	0.4	0.146710717090864
ENSG00000121350	PYROXD1	-0.5	0.140836820221995
ENSG00000121390	PSPC1	0.1	0.411530180315144
ENSG00000121406	ZNF549	-0.3	0.25142514390555
ENSG00000121413	ZSCAN18	-0.1	0.843607029608793
ENSG00000121417	ZNF211	0.1	0.70920954392861
ENSG00000121454	LHX4	-0.7	0.141438033930213
ENSG00000121481	RNF2	-0.3	0.474922080711005
ENSG00000121486	TRMT1L	-0.5	0.168573805826653
ENSG00000121542	SEC22A	-0.3	0.362645909507735
ENSG00000121552	CSTA	1.6	2.02894355121875E-5
ENSG00000121577	POPDC2	0.3	0.276518321850646
ENSG00000121578	B4GALT4	-1.0	0.00226137385162988
ENSG00000121579	NAA50	-0.5	0.200344466822345
ENSG00000121644	DESI2	-0.5	0.124910355863033
ENSG00000121653	MAPK8IP1	-0.2	0.723803677977495
ENSG00000121680	PEX16	0.9	0.0229022016568656
ENSG00000121690	DEPDC7	-0.1	0.818211741499199
ENSG00000121691	CAT	0.2	0.580940018920538
ENSG00000121741	ZMYM2	-0.7	0.105130229139685
ENSG00000121749	TBC1D15	-0.3	0.465146583158007
ENSG00000121753	ADGRB2	-0.3	0.474296840359312
ENSG00000121766	ZCCHC17	0.6	0.0626040713592356
ENSG00000121769	FABP3	-0.4	0.407797956699292
ENSG00000121774	KHDRBS1	-0.3	0.215081807618428
ENSG00000121775	TMEM39B	0.2	0.250912819568102
ENSG00000121797	CCRL2	0.3	0.452595884789434
ENSG00000121807	CCR2	-0.1	0.756436441403948
ENSG00000121858	TNFSF10	0.8	0.0218512788752977
ENSG00000121864	ZNF639	-0.6	0.0428295075267883
ENSG00000121879	PIK3CA	-0.6	0.20672814477167
ENSG00000121892	PDS5A	-0.6	0.125588754706858
ENSG00000121895	TMEM156	-0.3	0.219762417460034
ENSG00000121897	LIAS	-0.2	0.493238151338095
ENSG00000121903	ZSCAN20	-0.4	0.438026114520127
ENSG00000121931	LRIF1	-0.5	0.240975195033891
ENSG00000121933	TMIGD3	0.8	0.110752308431853
ENSG00000121940	CLCC1	-0.5	0.110369026566734
ENSG00000121957	GPSM2	-0.3	0.330315067842566
ENSG00000121964	GTDC1	0.1	0.844158970433361
ENSG00000121966	CXCR4	-0.1	0.73232343722782
ENSG00000121988	ZRANB3	-0.3	0.450961097043469
ENSG00000121989	ACVR2A	-0.6	0.161419806019471
ENSG00000122008	POLK	-0.9	0.0507849300210523
ENSG00000122025	FLT3	-0.2	0.704118212639142
ENSG00000122026	RPL21	0.9	0.0344928454485116
ENSG00000122033	MTIF3	0.1	0.718972683452277
ENSG00000122034	GTF3A	0.3	0.0825088640640653
ENSG00000122035	RASL11A	0.6	0.103475995908343
ENSG00000122042	UBL3	-0.6	0.111594875310869
ENSG00000122068	FYTTD1	-0.4	0.385185759345196
ENSG00000122085	MTERF4	-0.3	0.0827081735815345
ENSG00000122122	SASH3	0.4	0.0319749421411614
ENSG00000122126	OCRL	-0.4	0.332656692308736
ENSG00000122140	MRPS2	0.4	0.161521046435732
ENSG00000122188	LAX1	-0.5	0.0962628652458852
ENSG00000122203	KIAA1191	-0.2	0.383029389302071
ENSG00000122218	COPA	0.2	0.149287854804486
ENSG00000122223	CD244	0.5	0.0307417729902162
ENSG00000122224	LY9	-0.1	0.649471039553883
ENSG00000122257	RBBP6	-0.5	0.0674428034707397
ENSG00000122299	ZC3H7A	-0.6	0.13566838093072
ENSG00000122335	SERAC1	-0.1	0.876223244836344
ENSG00000122359	ANXA11	0.6	0.0208942145475005
ENSG00000122376	SHLD2	-0.5	0.169425349674102
ENSG00000122378	PRXL2A	-0.5	0.20658108472767
ENSG00000122390	NAA60	0.6	0.0456587775680432
ENSG00000122406	RPL5	0.4	0.229881726189865
ENSG00000122417	ODF2L	-1.1	0.00697132898484452
ENSG00000122432	SPATA1	0.6	0.128941502985392
ENSG00000122435	TRMT13	-1.0	0.022811218774548
ENSG00000122477	LRRC39	-0.8	0.109180580194913
ENSG00000122481	RWDD3	-0.9	0.0657584821961138
ENSG00000122482	ZNF644	-0.7	0.0956752115682895
ENSG00000122483	CCDC18	-0.7	0.127814049573388
ENSG00000122484	RPAP2	-0.5	0.150444883023854
ENSG00000122490	SLC66A2	0.9	0.0107980794602694
ENSG00000122507	BBS9	-0.1	0.698674662536898
ENSG00000122512	PMS2	-0.4	0.294082695210091
ENSG00000122515	ZMIZ2	0.2	0.409828346954254
ENSG00000122543	OCM	0.1	0.806204918061198
ENSG00000122545	SEPTIN7	-0.4	0.277288947844781
ENSG00000122547	EEPD1	0.4	0.225788077588588
ENSG00000122550	KLHL7	-0.1	0.758642258477058
ENSG00000122557	HERPUD2	-0.2	0.349855363541308
ENSG00000122565	CBX3	-0.2	0.385411166001637
ENSG00000122566	HNRNPA2B1	-0.3	0.107752231648316
ENSG00000122591	FAM126A	-0.7	0.0642265685712428
ENSG00000122642	FKBP9	0.1	0.748532021203435
ENSG00000122643	NT5C3A	0.1	0.827439166989636
ENSG00000122644	ARL4A	0.1	0.796823683735445
ENSG00000122674	CCZ1	-0.3	0.492948800989849
ENSG00000122678	POLM	0.3	0.323775748904048
ENSG00000122692	SMU1	0.1	0.629310133538178
ENSG00000122694	GLIPR2	1.0	0.00243807785141157
ENSG00000122705	CLTA	0.6	0.0331011515557559
ENSG00000122707	RECK	-0.8	0.0458469271302792
ENSG00000122729	ACO1	0.1	0.78195710293559
ENSG00000122733	PHF24	0.9	0.0697099560870779
ENSG00000122741	DCAF10	-0.2	0.407831968979378
ENSG00000122779	TRIM24	-0.2	0.569489880718547
ENSG00000122783	CYREN	0.6	0.0169493897605262
ENSG00000122786	CALD1	0.5	0.250321038745855
ENSG00000122862	SRGN	0.8	0.0117294779464446
ENSG00000122873	CISD1	0.2	0.623952809604672
ENSG00000122882	ECD	0.1	0.79812043559208
ENSG00000122884	P4HA1	0.5	0.0625731383746173
ENSG00000122912	SLC25A16	-0.5	0.0514777159870743
ENSG00000122952	ZWINT	0.1	0.900268129398178
ENSG00000122958	VPS26A	-0.1	0.77754449617412
ENSG00000122965	RBM19	-0.2	0.242414355534886
ENSG00000122971	ACADS	0.7	0.0578110373587846
ENSG00000122986	HVCN1	0.1	0.502763014410092
ENSG00000123066	MED13L	-0.7	0.0480961092393962
ENSG00000123080	CDKN2C	0.2	0.463314954334565
ENSG00000123091	RNF11	-0.3	0.356569721819844
ENSG00000123096	SSPN	-0.5	0.237695586971468
ENSG00000123104	ITPR2	-0.5	0.111569711123648
ENSG00000123106	CCDC91	-0.6	0.048298089699585
ENSG00000123119	NECAB1	-0.2	0.762797771389622
ENSG00000123124	WWP1	-0.7	0.0687312883750548
ENSG00000123130	ACOT9	0.2	0.312207906980154
ENSG00000123131	PRDX4	0.9	0.00792449068279657
ENSG00000123136	DDX39A	0.3	0.282656753791217
ENSG00000123143	PKN1	0.6	0.0692303195258993
ENSG00000123144	TRIR	1.0	0.0112200760415103
ENSG00000123146	ADGRE5	0.6	0.0824952799879771
ENSG00000123154	WDR83	0.5	0.15049924726594
ENSG00000123159	GIPC1	0.2	0.612966226417383
ENSG00000123178	SPRYD7	-0.1	0.733173241385481
ENSG00000123179	EBPL	0.1	0.855899316910635
ENSG00000123191	ATP7B	-0.1	0.88833218130258
ENSG00000123200	ZC3H13	-0.6	0.0944226918809351
ENSG00000123213	NLN	-0.3	0.395120464067309
ENSG00000123219	CENPK	-0.9	0.114623544626745
ENSG00000123240	OPTN	0.1	0.786358184151103
ENSG00000123268	ATF1	-0.6	0.0504271014674047
ENSG00000123329	ARHGAP9	0.9	0.0171897028889736
ENSG00000123338	NCKAP1L	0.1	0.592234651152174
ENSG00000123342	MMP19	0.1	0.832000319008919
ENSG00000123349	PFDN5	0.8	0.00546697211997008
ENSG00000123353	ORMDL2	0.7	0.0306325360243365
ENSG00000123360	PDE1B	0.7	0.052333756213764
ENSG00000123374	CDK2	-0.4	0.184460495362571
ENSG00000123384	LRP1	0.2	0.578505193169126
ENSG00000123395	ATG101	0.7	0.069338117941261
ENSG00000123405	NFE2	1.0	0.00534713347015636
ENSG00000123411	IKZF4	-0.6	0.0933247723161539
ENSG00000123415	SMUG1	0.5	0.0856973043886025
ENSG00000123416	TUBA1B	0.6	0.00836471647097342
ENSG00000123444	KBTBD4	0.2	0.31020149398977
ENSG00000123453	SARDH	0.3	0.589296621433207
ENSG00000123454	DBH	-0.7	0.10618552358297
ENSG00000123473	STIL	-0.4	0.313304336020614
ENSG00000123505	AMD1	0.1	0.783128951710933
ENSG00000123545	NDUFAF4	0.2	0.632254567179247
ENSG00000123552	USP45	-1.0	0.0248334721782521
ENSG00000123575	FAM199X	-0.7	0.0769105451600155
ENSG00000123600	METTL8	-0.5	0.00890973358522172
ENSG00000123607	TTC21B	-0.6	0.0688468202172585
ENSG00000123609	NMI	0.7	0.00291507049092785
ENSG00000123610	TNFAIP6	0.8	0.109180580194913
ENSG00000123612	ACVR1C	-1.3	0.00899456482455446
ENSG00000123636	BAZ2B	-0.5	0.140157273940128
ENSG00000123684	LPGAT1	-0.3	0.419736010674373
ENSG00000123685	BATF3	0.9	0.0208864252562891
ENSG00000123689	G0S2	0.6	0.258004885476395
ENSG00000123700	KCNJ2	-0.1	0.808601357259296
ENSG00000123728	RAP2C	-0.5	0.12375890151508
ENSG00000123737	EXOSC9	-0.1	0.672977037599408
ENSG00000123739	PLA2G12A	-0.4	0.308686163895559
ENSG00000123810	B9D2	1.1	0.0141892969519524
ENSG00000123815	COQ8B	0.7	0.0663824589724125
ENSG00000123836	PFKFB2	-0.6	0.0531636071774451
ENSG00000123838	C4BPA	0.8	0.0679415047418259
ENSG00000123870	ZNF137P	-0.5	0.209385125644035
ENSG00000123892	RAB38	-0.3	0.493347426845887
ENSG00000123908	AGO2	-0.3	0.220454438523662
ENSG00000123933	MXD4	0.5	0.0834225740258429
ENSG00000123975	CKS2	1.0	0.0509247605275894
ENSG00000123983	ACSL3	-0.3	0.279958134655664
ENSG00000123989	CHPF	0.3	0.507892264314968
ENSG00000123992	DNPEP	0.4	0.14837435640528
ENSG00000124006	OBSL1	0.9	0.0917565240383072
ENSG00000124074	ENKD1	0.8	0.0830013807815863
ENSG00000124091	GCNT7	-0.4	0.37817350333501
ENSG00000124098	FAM210B	0.3	0.405559693875699
ENSG00000124102	PI3	1.3	0.00661964508305025
ENSG00000124103	FAM209A	0.4	0.355319147128648
ENSG00000124104	SNX21	0.4	0.251184187212091
ENSG00000124107	SLPI	1.4	0.00845864203131663
ENSG00000124120	TTPAL	-0.3	0.139022809809814
ENSG00000124134	KCNS1	0.1	0.86180013297573
ENSG00000124145	SDC4	0.6	0.0864107231267182
ENSG00000124151	NCOA3	-0.5	0.0814938382629864
ENSG00000124155	PIGT	0.2	0.211394682555488
ENSG00000124160	NCOA5	-0.1	0.461348215265944
ENSG00000124164	VAPB	-0.1	0.419686096753673
ENSG00000124171	PARD6B	-0.6	0.242216638076832
ENSG00000124172	ATP5F1E	1.2	5.44704254537081E-4
ENSG00000124177	CHD6	-0.7	0.0282141311637751
ENSG00000124181	PLCG1	-0.5	0.00958104880747675
ENSG00000124193	SRSF6	-0.3	0.231654693356993
ENSG00000124198	ARFGEF2	-0.9	0.0275583030901852
ENSG00000124201	ZNFX1	0.4	0.144678531081811
ENSG00000124203	ZNF831	-0.8	0.0167924839338121
ENSG00000124207	CSE1L	0.2	0.451968434235898
ENSG00000124209	RAB22A	-0.4	0.257609367716064
ENSG00000124214	STAU1	-0.1	0.608791617438653
